,S1_molecule,S2_molecule,T0_mod_protein_molecule,T0_plasmid_molecule,T0_protein_molecule,T1_mod_protein_molecule,T1_plasmid_molecule,T1_protein_molecule,T2_mod_protein_molecule,T2_plasmid_molecule,T2_protein_molecule,T3_mod_protein_molecule,T3_plasmid_molecule,T3_protein_molecule,T4_mod_protein_molecule,T4_plasmid_molecule,T4_plasmid_strand_molecule,T4_protein_molecule,T5_mod_protein_molecule,T5_plasmid_molecule,T5_plasmid_strand_molecule,T5_protein_molecule,T6_mod_protein_molecule,T6_plasmid_molecule,T6_plasmid_strand_molecule,T6_protein_molecule
434,{},{},{dot: 2},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
435,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
436,{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
437,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
438,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
439,{},{},{},{dot: 1},{dot: 2},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
440,{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
441,{},{},{},{dot: 1},{dot: 2},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
442,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
443,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
444,{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
445,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
446,{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
447,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
448,{},{},{},{dot: 1},{dot: 2},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
449,{},{},{dot: 1},{dot: 1},{dot: 2},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
450,{},{},{dot: 2},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
451,{},{},{dot: 2},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
452,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
453,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
454,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
455,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
456,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
457,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
458,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
459,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
460,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
461,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
462,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
463,{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
464,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
465,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
466,{},{},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
467,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
468,{},{},{dot: 1},{dot: 1},{},{dot: 2},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
469,{},{},{},{dot: 1},{dot: 1},{dot: 3},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
470,{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 2},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
471,{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
472,{},{},{},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
473,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
474,{},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
475,{},{},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
476,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
477,{},{},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
478,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
479,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
480,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
481,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
482,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
483,{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
484,{},{},{},{dot: 1},{dot: 2},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
485,{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
486,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
487,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
488,{},{},{dot: 2},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
489,{},{},{dot: 2},{dot: 1},{dot: 2},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
490,{},{},{dot: 2},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
491,{},{},{dot: 2},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
492,{},{},{dot: 2},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
493,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
494,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
495,{},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
496,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
497,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
498,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
499,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
500,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
